site name,latitude,longitude,number of nearby carwashes,distance from nearest carwash,rating of nearest carwash,user rating count for nearest carwash
"Let's Go Miami , 1001 N Main St , Miami , OK , 74354",36.8745146,-94.8774554,3,0.67 miles,1,1
"Let's Go Rogers , 6417 Rogers Ave , Fort Smith , AR , 72903",35.3585742,-94.3615914,5,0.66 miles,4.3,32
"Let's Go Shawnee , 3962 Kickapoo St , Shawnee , OK , 74801",35.3227908,-96.9298747,0,N/A,N/A,N/A
"Lexington , 150 Lowes Blvd , Lexington , NC , 27292",35.7917361,-80.2596623,2,0.20 miles,3.2,21
"Living Water - Aurora , 857 S. Havana St. , Aurora , CO , 80012",39.7018026,-104.8667017,10,0.35 miles,3.1,508
"Living Water - Belmar , 130 S Wadsworth Blvd , Lakewood , CO , 80226",39.7136824,-105.081119,3,0.30 miles,N/A,N/A
"Living Water - County Line , 5651 County Line Pl , Highlands Ranch , CO , 80126",39.5653205,-104.9227102,3,0.25 miles,3.5,242
"Living Water - East Littleton , 6875 S. Broadway , Littleton , CO , 80122",39.591993,-104.9889829,3,0.53 miles,2.5,2
"Living Water - Littleton , 6646 S. Wadsworth Blvd. , Littleton , CO , 80123",39.5963512,-105.0905153,2,0.75 miles,5,189
"Living Water - Thornton , 725 E. 144th Ave. , Thornton , CO , 80023",39.9581289,-104.9778882,0,N/A,N/A,N/A
"Lonestar Suds Express Car Wash , 1807 U.S. Hwy 190 , Copperas , TX , 76522",31.095238,-97.9412,0,N/A,N/A,N/A
"Loves Express II Car Wash , 3535 Lakeland Highlands Rd , Lakeland , FL , 33803",28.0002712,-81.9249564,1,0.14 miles,4.8,1175
"MAGIC TOUCH CAR WASH , 1308 SC-9 Bypass West , Lancaster , SC , 29720",34.7335472,-80.8016128,0,N/A,N/A,N/A
"MALL CAR WASH , 6701 Essington Ave , Philadelphia , PA , 19153",39.913592,-75.2226548,5,0.11 miles,3.9,11
"MIAMI CARWASH & DET CENTER , 387 Springbank Dr , London , ON , N6J 1G7",42.9693155,-81.2824872,2,0.13 miles,4.4,205
"MR KLEAN CAR WASH , 6510 E 71st St , Tulsa , OK , 74133",36.060413,-95.9036037,3,0.07 miles,5,16
"MR SPEEDY CAR WASH , 3601 E Hwy 377 , Granbury , TX , 76049",32.4534788,-97.7332192,2,0.29 miles,4.6,82
"MR. K CAR WASH , 601 S Wall St , Calhoun , GA , 30701",34.4911249,-84.9485883,3,0.76 miles,N/A,N/A
"Magic Barboursville , 6442 US-60 , Barboursville , WV , 25504",38.4156073,-82.2972267,3,0.17 miles,3.6,71
"Magic Belle , 1601 S Main St , Bellefontaine , OH , 43311",40.3369448,-83.7614212,3,0.22 miles,2.9,46
"Magic Circleville , 1475 S Court St , Circleville , OH , 43113",39.5811987,-82.9522844,3,0.41 miles,3.3,145
"Magic Defiance , 8715 OH-66 , Defiance , OH , 43512",41.316082,-84.360527,0,N/A,N/A,N/A
"Magic Gallipolis , 2183 Eastern Ave , Gallipolis , OH , 45631",38.8246133,-82.1703409,4,0.37 miles,5,1
"Magic Huntington , 2616 5th Ave , Huntington , WV , 25702",38.425914,-82.408267,4,0.53 miles,N/A,N/A
"Magic LaGrange , 1100 Lafayette Pkwy , LaGrange , GA , 30241",33.0400117,-85.0065807,1,0.61 miles,4.9,11
"Magic Piqua , 1292 E Ash St , Piqua , OH , 45356",40.1510683,-84.2092494,1,0.10 miles,4.3,229
"Magic Portsmouth , 2311 Gallia St , Portsmouth , OH , 45662",38.7398579,-82.9706182,1,0.78 miles,3.7,24
"Magic Sidney , 2680 W Michigan St , Sidney , OH , 45365",40.2881962,-84.1987428,1,0.59 miles,4,125
"Magic Tiffin , 2161 W Market St , Tiffin , OH , 44883",41.1107066,-83.2121582,3,0.07 miles,4.5,306
"Magic Troy , 10 Kings Chapel Dr N , Troy , OH , 45373",40.0606203,-84.2497243,1,0.44 miles,4.3,244
"Magic Van Wert , 7965 US-127 , Van Wert , OH , 45891",40.8877671,-84.5820105,0,N/A,N/A,N/A
"Magic Waverly , 865 W Emmitt Ave , Waverly , OH , 45690",39.1137223,-82.9961453,3,0.20 miles,N/A,N/A
"Magic Wilmington , 63 Holiday Dr , Wilmington , OH , 45177",39.4509774,-83.7972179,2,0.02 miles,4.6,826
"Marietta , 2204 Roswell Rd , Marietta , GA , 30062",33.9705231,-84.4878933,4,0.11 miles,3.9,7
"McFarland , 3205 Hunter Creek Rd , Northport , AL , 35473",33.2380959,-87.5641905,1,0.77 miles,5,3
"Mechanicsburg , 6465 Carlisle Pike , Mechanicsburg , PA , 17050",40.2453074,-77.0157716,3,0.71 miles,3.5,103
"Melrose , 2640 8th Ave S , Nashville , TN , 37204",36.1197332,-86.774443,0,N/A,N/A,N/A
"Millville , 2007 N 2nd St , Millville , NJ , 8332",39.4202691,-75.0388578,2,0.65 miles,4.1,168
"Minit Man Car Wash , 2610 TX-35 BUS , Rockport , TX , 78382",28.0523626,-97.0413021,4,0.52 miles,4.2,65
"Mountain Edge , 200 East Commonwealth Dr , Wytheville , VA , 24382",36.9600105,-81.0960388,3,0.04 miles,3.6,163
"Mr Clean Grayson , 2211 Loganville Hwy #20 , Grayson , GA , 30017",33.8919486,-83.9520371,2,0.81 miles,4,4
"Mr. B's Car Wash - Gardendale , 2520 Caufield Dr , Gardendale , AL , 35071",33.6511438,-86.8195335,2,0.16 miles,4.9,2509
"NMALA_S.WhiteSands , 905 S White Sands Blvd , Alamogordo , NM , 88310",32.8807774,-105.9597223,3,0.16 miles,4.6,35
"NORTH ARLINGTON CAR WASH , 485 Ridge Rd , North Arlington , NJ , 7031",40.7959245,-74.128534,3,0.68 miles,4.2,400
"NORTHRIDGE AUTO SPA , 7110 Sandy Forks Rd , Raleigh , NC , 27615",35.8708333,-78.6230556,0,N/A,N/A,N/A
"Nine Mile , 6100 Nine Mile Rd , Richmond , VA , 23223",37.5440656,-77.3948088,0,N/A,N/A,N/A
"Nine Mile Rd , 6100 Nine Mile Rd , Richmond , VA , 23223",37.5508289,-77.3400785,3,0.08 miles,4.3,189
"OLD SUDS STOP DO NOT USE , 123 1st St , Keyport , NJ , 7735",40.4390443,-74.1975317,1,0.84 miles,2.8,48
"Oak Hill , 1990 Oak Hill Rd , Somerset , KY , 42503",37.0579482,-84.6462024,2,0.02 miles,4.2,38
"Oakleaf , 3482 Royal Pines Dr , Orange Park , FL , 32065",30.1575957,-81.8351628,0,N/A,N/A,N/A
"PINES EXPRESS CAR WASH , 181 NW 180th Ave , Pembroke Pines , FL , 33029",26.0081997,-80.3867436,3,0.40 miles,4.8,570
"PINKY'S KLASSY KAR WASH , 300 E 18th St , Antioch , CA , 94509",38.0043886,-121.7992032,0,N/A,N/A,N/A
"POPP'S EXPRESS CAR WASH , 1839 Popps Ferry Rd , Biloxi , MS , 39532",30.4422848,-88.9456182,1,0.52 miles,4.3,117
"Paradise Bay Express II , 5909 Ogeechee Rd , Savannah , GA , 31419",31.997541,-81.2525169,1,0.43 miles,N/A,N/A
"Patriot Express , 3205 Bemiss Rd , Valdosta , GA , 31605",30.8839655,-83.2723603,0,N/A,N/A,N/A
"Patriots Car Wash , 799 Garrisonville Rd , Stafford , VA , 22554",38.468896,-77.452916,0,N/A,N/A,N/A
"Plant City , 2511 James L Redman Pkwy , Plant City , FL , 33566",27.9870371,-82.1222476,2,0.45 miles,4.1,468
"Pooler Express , 2001 Pooler Parkway , Pooler , GA , 31322",32.0817271,-81.2801423,1,0.88 miles,4.1,705
"Port Charlotte , 19740 Cochran Blvd , Port Charlotte , FL , 33948",27.017774,-82.135265,5,0.13 miles,3.7,25
"Port Wentworth , Magellan Blvd , Port Wentworth , GA , 31407",32.195377,-81.1978129,3,0.18 miles,4.8,1141
"Pure Wash , 13519 W US Hwy 290 Service Rd , Austin , TX , 78737",30.2355093,-97.8271226,0,N/A,N/A,N/A
"QUALITY CAR WASH , 1410 S Dairy Ashford Rd , Houston , TX , 77077",29.753559,-95.6065127,0,N/A,N/A,N/A
"Quick and Clean Car Wash , 22431 Panama City Beach Pkwy , Panama City Beach , FL , 32413",30.2624876,-85.9658891,1,0.40 miles,4,4
"Quick and Clean Car Wash Niceville , 4567 E Hwy 20 , Niceville , FL , 32578",30.483296,-86.4162179,1,0.05 miles,2.8,39
"Quick and Clean DeFuniak Springs , 822 US-331 , DeFuniak Springs , FL , 32435",30.710288,-86.124813,3,0.20 miles,3.2,106
"Quick and Clean John Sims , 1215 E John Sims Pkwy , Niceville , FL , 32578",30.5148286,-86.4631661,0,N/A,N/A,N/A
"Quickly Clean Self Serve , 343 E Hanson St , Winnemucca , NV , 89445",40.9679871,-117.7403778,4,0.27 miles,3.6,77
"RAINBOW CAR WASH , 4604 Rainbow Blvd , Kansas City , KS , 66103",39.0443133,-94.6120806,2,0.52 miles,3.7,202
"RHYNO CAR WASH , 710 W Main St , Cabot , AR , 72023",34.9763301,-92.0219985,4,0.14 miles,4,4
"ROBIN AUTO WASH , 45430 Schoenherr Rd , Utica , MI , 48315",42.629872,-82.9923682,0,N/A,N/A,N/A
"ROCKET CAR WASH , 515 E Lexington Ave , Elkhart , IN , 46516",41.6879605,-85.9678139,1,0.28 miles,N/A,N/A
"ROUND LAKE EXPRESS - TOPWASH.COM , 3201 Round Lake Blvd , Anoka , MN , 55303",45.2125497,-93.3580948,2,0.33 miles,3.9,7
"Racers , 351 Commonwealth Blvd , Martinsville , VA , 24112",36.6968363,-79.8870267,1,0.88 miles,N/A,N/A
"Rainbow Car Wash , 2401 S Center St , Marshalltown , IA , 50158",42.0174381,-92.9132424,3,0.22 miles,4.2,46
"Rapid Express Car Wash , 11846 Potranco Rd , San Antonio , TX , 78253",29.4313725,-98.7264176,4,0.00 miles,4.6,1087
"Richmond Ã¢â‚¬â€œ Lantern Ridge Road , 2145 Lantern Ridge Dr , Richmond , KY , 40475",37.7384349,-84.3262517,2,0.39 miles,3,47
"Rinse My Ride , 5515 N 59th Avenue , Glendale , AZ , 85301",33.5170184,-112.1858919,5,0.33 miles,N/A,N/A
"River Falls Car Wash , 15382 Main St , Menomonee Falls , WI , 53051",43.1787183,-88.1006011,2,0.14 miles,3,22
"River Rock Car Wash , 186 US-46 , Rockaway , NJ , 7866",40.8908928,-74.5108179,2,0.00 miles,4.2,93
"Rivers Edge , 139 Kodiak Ln , Mount Airy , NC , 27030",36.4878237,-80.6158063,1,0.95 miles,4.9,851
"Riverview , 10760 Symmes Rd , Riverview , FL , 33578",27.8353753,-82.3271941,2,0.30 miles,N/A,N/A
"Road Runner Car Wash , 110 Market Center Way , Daleville , VA , 24083",37.4177814,-79.9097375,1,0.59 miles,3.9,176
"Roanoke Rapids , 1328 Julian R Allsbrook Hwy , Roanoke Rapids , NC , 27870",36.434965,-77.638653,7,0.01 miles,N/A,N/A
"Rock Island Express , 1665 Denmark Rd , Union , MO , 63084",38.4320447,-90.9671716,1,0.33 miles,3.5,34
"Rocket Wash Cary , 1370 NW Maynard Rd , Cary , NC , 27513",35.7870715,-78.8092484,1,0.61 miles,4.7,258
"Rocket Wash Conyers , 1935 Hwy 138 SE , Conyers , GA , 30013",33.6715587,-83.9820322,3,0.11 miles,N/A,N/A
"Rocket Wash Covington , 6283 Turner Lake Rd NW , Covington , GA , 30014",33.603784,-83.8760919,2,0.72 miles,5,1
"Rocket Wash Goldsboro , 508 N Berkeley Blvd , Goldsboro , NC , 27534",35.3745497,-77.9443943,5,0.35 miles,3.9,215
"Rocket Wash Lafayette (Luv CW Group) , 2142 N Main St , LaFayette , GA , 30728",34.7403079,-85.2723458,1,0.25 miles,2.3,3
"Route 3 Car Wash , 5100 Plank Rd , Fredericksburg , VA , 22407",38.2893657,-77.5505562,1,0.36 miles,4.1,213
"S. Broadway Salem , 440 S Broadway , Salem , NH , 3079",42.747211,-71.2035245,1,0.72 miles,3.9,113
"SANDUSKY CLEAN SCENE , 4307 Milan Rd , Sandusky , OH , 44870",41.416414,-82.673379,4,0.01 miles,N/A,N/A
"SCRUB A DUB CW , 2410 THOUSAND OAKS DRIVE , SAN ANTONIO , TX , 78232",29.5867118,-98.4522863,2,0.15 miles,4.5,237
"SHINE CAR WASHES , 5203 NW Cache Rd , Lawton , OK , 73505",34.6236694,-98.4578571,4,0.03 miles,4.5,55
"SHINE LINE EXPRESS , 6009 Washington Ave , Ocean Springs , MS , 39564",30.4311841,-88.8303482,0,N/A,N/A,N/A
"SHOW PLACE , 7235 S Rainbow Blvd , Las Vegas , NV , 89118",36.0572787,-115.243704,5,0.34 miles,4.5,547
"SIERRA EXPRESS , 1932 S Buckner Blvd , Dallas , TX , 75217",32.7454898,-96.6821701,1,0.96 miles,4,14
"SPARKLE BRITE CAR WASH , 108 Chenoweth Ln , Louisville , KY , 40207",38.2535462,-85.656508,1,0.67 miles,3.7,65
"SPARKLE EXPRESS , 1731 Walton Way , Augusta , GA , 30904",33.4759057,-81.9966545,5,0.50 miles,4,29
"SPEEDY STRANG , 11230 Strang Line Rd , Lenexa , KS , 66215",38.9245386,-94.7551959,1,0.91 miles,4,126
"SPLASH CARWASH RP , 9500 N Rodney Parham Rd , Little Rock , AR , 72227",34.7603672,-92.378836,5,0.56 miles,4.8,333
"SPLASH CW LAN , 1720 Landers Rd , Benton , AR , 72015",34.5810125,-92.5740888,3,0.52 miles,2.8,8
"SQUEAKY CLEAN CW , 1900 Cerrillos Rd , Santa Fe , NM , 87505",35.6426413,-106.0134033,3,0.32 miles,4.3,450
"SUDS ON 83 , 9300 Kingery Hwy , Willowbrook , IL , 60527",41.7190429,-87.9448812,0,N/A,N/A,N/A
"SUPER SHINE AUTO WASH , 697 Bridge St , Weymouth , MA , 2191",42.2446461,-70.9378912,0,N/A,N/A,N/A
"SUPER SOAKER CARWASH , 1508 HWY 43 SOUTH , PICAYUNE , MS , 39466",30.5172138,-89.6589525,2,0.01 miles,4,10
"Salisbury , 2755 N Salisbury Blvd , Salisbury , MD , 21801",38.419692,-75.5641998,2,0.43 miles,4.3,482
"Sanford , 3120 S Horner Blvd , Sanford , NC , 27332",35.448996,-79.133612,5,0.35 miles,5,52
"Scrub Hub , 2543 Spring Rd SE , Smyrna , GA , 30080",33.8836208,-84.4798312,4,0.11 miles,2.1,86
"Shine N Go Brunswick #2 , 515 Gateway Center Blvd , Brunswick , GA , 31525",31.2366236,-81.4951541,0,N/A,N/A,N/A
"Shine Shack , 1195 S Wickham Rd , Melbourne , FL , 32904",28.0875967,-80.672172,4,0.48 miles,3,5
"Shores Express Christiansburg , 945 N Franklin St , Christiansburg , VA , 24073",37.141632,-80.4147648,4,0.35 miles,2.5,2
"Shores Express Leland , 2040 Olde Regent Way , Leland , NC , 28451",34.219363,-78.016417,2,0.45 miles,4.9,307
"Shores Express Radford , 7426 Lee Hwy , Radford , VA , 24141",37.1433509,-80.5818439,3,0.39 miles,3.8,102
"Shores Express SouthPort , 5014 Southport Crossing Wy. , Southport , NC , 28461",33.954111,-78.0503019,3,0.28 miles,3.7,9
"Sicklerville , 660 Berlin - Cross Keys Rd , Sicklerville , NJ , 8081",39.728861,-75.010778,1,0.77 miles,4.6,935
"Skyland , 90 Skyland Blvd E , Tuscaloosa , AL , 35405",33.1673081,-87.5362694,4,0.30 miles,5,3
"Smitty's Car Wash White Plains , 10765 Wawa Ln , White Plains , MD , 20695",38.5952069,-76.9361701,0,N/A,N/A,N/A
"Snappy Kedzie Express Wash , 3549 S Kedzie Ave , Chicago , IL , 60632",41.8283277,-87.704428,5,0.55 miles,4.5,60
"Soap City , 880 N Pecos Rd , Las Vegas , NV , 89110",36.179854,-115.0975701,1,0.95 miles,5,2
"Soapies , 300 E Marshall Ave , Longview , TX , 75601",32.5001449,-94.7353765,3,0.52 miles,4.9,14
"Some Guy's Car Wash , 318 W Main St , Patchogue , NY , 11772",40.7634829,-73.0246831,0,N/A,N/A,N/A
"Southern Palms CW , 11453 Southern Blvd , Royal Palm Beach , FL , 33411",26.6816311,-80.22706,1,0.64 miles,5,2
"Splash N Shine , 3908 Avenue I , Rosenberg , TX , 77471",29.5575556,-95.7861388,7,0.00 miles,5,1
"Splash Zone Car Wash , 4139 N Valdosta Rd , Valdosta , GA , 31602",30.8968771,-83.3289852,2,0.20 miles,2.7,3
"Statesboro Ã¢â‚¬â€œ Grady Johnson Road , 3 Grady Johnson Rd , Statesboro , GA , 30458",32.4098043,-81.7658131,0,N/A,N/A,N/A
"Station Auto Wash , Historic District , Manassas , VA , 20109",38.7855623,-77.5275463,3,0.43 miles,4,618
"Sunny's Car Wash , 13838 Westheimer Rd , Houston , TX , 77077",29.7362806,-95.6332794,10,0.02 miles,4.1,57
"Sunrise Car Wash (old) , 1820 Sunrise Hwy , Merrick , NY , 11566",40.6611786,-73.5589132,5,0.55 miles,3,33
"Super Shine Car Wash , 160 Codella Dr. , Winchester , KY , 40391",37.9897787,-84.2095068,2,0.38 miles,4.6,176
"Superior Car Wash & Detail , 1160 Memorial Ave , Thunder Bay , ON , P7B 5K5",48.4020253,-89.2460548,7,0.51 miles,4.1,60
"Supershine , 5925 W McDowell Rd , Phoenix , AZ , 85035",33.4655559,-112.1876504,4,0.92 miles,N/A,N/A
"Swish Car Wash , 9235 Westheimer Rd , Houston , TX , 77063",29.7369531,-95.5266435,7,0.09 miles,3.7,3
"Synergy Hand Wash , 10500 Kingston Pike , Knoxville , TN , 37922",35.897534,-84.1301907,5,0.20 miles,3,6
"TEJAS CAR WASH , 1434 SE Military Dr , San Antonio , TX , 78214",29.3522777,-98.4746288,4,0.85 miles,3.5,71
"THE CLEAN MACHINE , 101 Riverbend Dr , Charlottesville , VA , 22911",38.0335611,-78.4546674,4,0.02 miles,N/A,N/A
"Take 5 Arvada , 6315 Sheridan Blvd , Arvada , CO , 80003",39.8106789,-105.053762,6,0.18 miles,3.3,144
"Take 5 Car Wash #113 , 16100 SR 54 , Odessa , FL , 33556",28.1894407,-82.6174862,1,0.01 miles,2.5,4
"Take 5 Car Wash #114 , 4023 Coliseum Crossing Drive , Charlotte , NC , 28205",35.2007169,-80.7785767,3,0.70 miles,4.3,6
"Take 5 Car Wash #115 , 2920 Derita Rd , Concord , NC , 28027",35.3767891,-80.7304029,4,0.43 miles,3.7,663
"Take 5 Car Wash #452 , 1029 N Mustang Rd , Yukon , OK , 73099",35.4783118,-97.7252079,0,N/A,N/A,N/A
"Take 5 Car Wash #466 , 6045 Folsom Dr , Beaumont , TX , 77706",30.1144886,-94.1704711,4,0.58 miles,3.7,702
"Take 5 Car Wash #662 , 1545 Pooler Pkwy , Pooler , GA , 31322",32.0932353,-81.2735417,1,0.89 miles,4.7,708
"Take 5 Car Wash #686 , 10405 County Line Rd , Spring Hill , FL , 34609",28.4342321,-82.545379,0,N/A,N/A,N/A
"Take 5 Muskogee , 2037 N 11th St W , Muskogee , OK , 74401",35.7708668,-95.3764143,3,0.23 miles,N/A,N/A
"The Carwash Company #2 , 4860 Cane Run Rd , Louisville , KY , 40216",38.1806517,-85.8589994,0,N/A,N/A,N/A
"The Carwash Company W Broadway , 1670 Alliant Ave , Jeffersontown , KY , 40299",38.218812,-85.538056,0,N/A,N/A,N/A
"Thomasville , 1806 Liberty Drive , Thomasville , NC , 27360",35.8560351,-80.0713631,4,0.05 miles,3.8,171
"Tidal Wave Muskogee , 2037 N 11th St W , Muskogee , OK , 74401",35.7702215,-95.3763235,3,0.23 miles,N/A,N/A
"Tiki Express Car Wash , 429 Bridge St , Washington , NC , 27889",35.5487079,-77.0576606,5,0.04 miles,5,21
"Twins Blue Ridge , 32 McKinney Rd , Blue Ridge , GA , 30513",34.8807918,-84.294198,1,0.47 miles,4.4,124
"Twins Car Wash , 705 Noah Dr , Jasper , GA , 30143",34.4688396,-84.4590606,2,0.18 miles,N/A,N/A
"Twins Car Wash FL , 4860 N Wickham Rd , Melbourne , FL , 32940",28.1879565,-80.672757,1,0.21 miles,N/A,N/A
"Twins Murphy , 251 King St , Murphy , NC , 28906",35.0799329,-84.0338298,2,0.54 miles,3.9,10
"ULTIMATE CW (NORTH COUNTRY CLUB) , 1020 N Country Club Rd , Ada , OK , 74820",34.7869455,-96.6520021,1,0.81 miles,4.4,144
"University Park Auto SPA , 3005 W University Blvd , Durant , OK , 74701",34.0046555,-96.4070096,5,0.02 miles,4.2,46
"Utah Valley CW - Inbay , 65 West 800 North , Orem , UT , 84057",40.3117329,-111.697378,5,0.28 miles,4.9,236
"Utah Valley Car Wash , 65 West 800 North , Orem , UT , 84057",40.3117329,-111.697378,5,0.28 miles,4.9,236
"Utah Valley Lube , 65 West 800 North , Orem , UT , 84057",40.3117329,-111.697378,5,0.28 miles,4.9,236
"VALLEY CAR WASH , 1149 36th Ave S , Grand Forks , ND , 58201",47.8854922,-97.0435506,7,0.25 miles,N/A,N/A
"Valley CW #1 , 126 Cole Ln , Winchester , VA , 22602",39.1862133,-78.1262533,2,0.08 miles,3.9,21
"W4 Savannah - Thunderbolt , 2001 E Victory Dr , Savannah , GA , 31404",32.0417116,-81.0656382,5,0.22 miles,4.2,57
"WASH & SHINE CAR WASH , 5020 Wisconsin Ave NW , Washington , DC , 20016",38.9552226,-77.083485,0,N/A,N/A,N/A
"WET RHINO TRUCK WASH , 5120 N Granite Ln , Sioux Falls , SD , 57107",43.6043609,-96.7660451,0,N/A,N/A,N/A
"Wash City Avon Park , 1101 US-27 , Avon Park , FL , 33825",27.608686,-81.515066,1,0.09 miles,5,122
"Wash City Kissimmee , 9190 W Irlo Bronson Memorial Hwy , Kissimmee , FL , 34747",28.3463636,-81.6570005,2,0.01 miles,4.5,424
"Wash City Lake Nona , 14418 Narcoossee Rd , Orlando , FL , 32832",28.3580396,-81.242638,1,0.00 miles,4.5,872
"Wash City Lake Wales , 23461 US-27 , Lake Wales , FL , 33859",27.9519875,-81.618589,1,0.02 miles,4.6,520
"Wash City Oviedo , 2971 Alafaya Trail , Oviedo , FL , 32765",28.6285735,-81.2070201,1,0.04 miles,N/A,N/A
"Wash City Winter Garden , 14580 W Colonial Dr , Winter Garden , FL , 34787",28.5504767,-81.6013087,1,0.00 miles,4.7,619
"Wash Guys , 10380 N 59th Ave , Glendale , AZ , 85302",33.5803218,-112.1866141,3,0.00 miles,4.1,294
"Wash N Go , 4827 N 75th Ave , Phoenix , AZ , 85033",33.5081222,-112.2200508,1,0.93 miles,N/A,N/A
"Wash N Go AZ , 4827 N 75th Avenue , Phoenix , AZ , 85033",33.5081222,-112.2200508,1,0.93 miles,N/A,N/A
"Wash N Go Central Point , 360 S Front St , Central Point , OR , 97502",42.3705057,-122.9152174,1,0.23 miles,3.2,119
"Wash N Go Medford , 501 Matt Loop , Medford , OR , 97501",42.298112,-122.8452287,1,0.39 miles,2.7,7
"Wash N Go White City , 8158 Crater Lake Hwy , White City , OR , 97503",42.4349528,-122.8423556,3,0.64 miles,N/A,N/A
"Wash Pros , 13855 156 St NW , Edmonton , AB , T6V 1J1",53.600761,-113.5880012,9,0.28 miles,2.4,61
"Wash X , 1523 E Southern Ave , Phoenix , AZ , 85042",33.3923046,-112.0484373,2,0.95 miles,N/A,N/A
"WashandGo Kissimmee , 9190 W Irlo Bronson Memorial Hwy , Kissimmee , FL , 34747",28.3463636,-81.6570005,2,0.01 miles,4.5,424
"Washington , 1410 Washington Rd , Washington , PA , 15301",40.2123212,-80.194829,1,0.50 miles,4.2,290
"Weber Dealership , 701 Old State Rte 3 , Columbia , IL , 62236",38.4384418,-90.2028235,3,0.42 miles,3.8,13
"White Water Express , Sycamore School Rd , Fort Worth , TX , 76134",32.635453,-97.3508528,5,0.66 miles,3.7,26
"Wilkins , 3474 William Penn Hwy , Pittsburgh , PA , 15235",40.4294539,-79.808911,2,0.15 miles,3.3,158
"Winston-Salem , 5235 Beauchamp Ln , Winston-Salem , NC , 27104",36.093828,-80.3689625,3,0.05 miles,4.3,873
"Winter St , 284 Winter St , Haverhill , MA , 1832",42.7771589,-71.087373,2,0.97 miles,3.1,75
"Youngstown (Belmont Ave) , 3850 Belmont Ave , Youngstown , OH , 44505",41.1524491,-80.6656366,2,0.19 miles,3.8,28
"Youngstown (Boardman Poland Rd) , 750 Boardman Poland Rd , Youngstown , OH , 44512",41.0247481,-80.6410782,4,0.67 miles,3.4,106
"Youngstown (Mahoning Ave) , 5420 Mahoning Ave , Youngstown , OH , 44515",41.1005579,-80.7606384,6,0.16 miles,3.5,107
"Zips Car Wash , 23685 Walton Ave , New Caney , TX , 77357",30.1529637,-95.2186963,5,0.25 miles,3.6,70
"Zips Car Wash , 905 S White Sands Blvd , Alamogordo , NM , 88310",32.8809981,-105.9593421,3,0.18 miles,4.6,35
"Zips Express Car Wash , 2907 Eagle Dr , Woodstock , GA , 30189",34.113012,-84.5571699,1,0.30 miles,3.9,16
"Zoom Car Wash , 9222 Spencer Hwy , La Porte , TX , 77571",29.6636371,-95.094223,4,0.05 miles,4.2,48
