full_site_address,Latitude,Longitude,display_name,actual_latitude,actual_longitude,rating,rating_count,business_status,monday_operational_hours,tuesday_operational_hours,wednesday_operational_hours,thursday_operational_hours,friday_operational_hours,saturday_operational_hours,sunday_operational_hours
"Jallo - Tarpon Springs , 38652 US Hwy 19 N , Tarpon Springs , FL , 34689",28.0029467,-82.7294505,Coachman Car Wash & Detail Center,27.984147699999998,-82.72894579999999,4,1026,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,9:00 AM – 4:00 PM
"Jammin Car Wash , 21356 Walmart Way , Lutz , FL , 33548",28.1769847,-82.4647521,Jammin Car Wash,28.1769847,-82.4647521,4.7,685,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 7:00 PM
"Jet Express Carwash , 1501 S Main St , Blacksburg , VA , 24060",37.213749,-80.3998376,Jet Express,37.213749,-80.3998376,3.8,101,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,10:00 AM – 6:00 PM
"Jet Express Franklin , 1121 Georgia Rd , Franklin , NC , 28734",35.158971,-83.392801,Jet Express Car Wash,35.1590019,-83.3920792,4.6,183,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 7:00 PM
"Jets Car Wash II , 9489 Sheridan St , Hollywood , FL , 33024",26.0309986,-80.2672069,Cooper City’s Finest Carwash,26.0309986,-80.26720689999999,3.6,19,OPERATIONAL,9:30 AM – 5:30 PM,9:30 AM – 5:30 PM,9:30 AM – 5:30 PM,9:30 AM – 5:30 PM,9:30 AM – 5:30 PM,9:00 AM – 5:00 PM,10:00 AM – 4:00 PM
"Jim Wood Washland , 1925 Silver City Hwy NW , Deming , NM , 88030",32.282669,-107.759936,Slash 77 Car Wash,32.282589699999996,-107.76049409999999,4.2,40,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM
"Jimmy Suds Car Wash , 935 S Kipling Pkwy , Lakewood , CO , 80226",39.69975,-105.1106933,Jimmy Suds Car Wash,39.69975,-105.1106933,4.9,1334,OPERATIONAL,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,9:00 AM – 6:00 PM
"Joeu0027s Premium Car Wash , 1905 E Robertson Blvd , Chowchilla , CA , 93610",37.126561,-120.2444694,Joe's Premium Car Wash,37.126560999999995,-120.2444694,4.1,105,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Johnu0027s Auto Spa Mishawaka , 2315 Grape Rd , Mishawaka , IN , 46545",41.680805,-86.1872678,John's Auto Spa,41.6807476,-86.1872437,4,253,OPERATIONAL,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,8:00 AM – 6:00 PM
"Johnu0027s Auto Spa Nappanee , 2000 E. Market St , Nappanee , IN , 46550",41.4430698,-85.9784108,John's Auto Spa,41.4429551,-85.97837299999999,4.4,214,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 5:00 PM,Closed
"Jones , 5730 S Jones Blvd , Las Vegas , NV , 89118",36.0846355,-115.2246242,LUV Car Wash,36.084825099999996,-115.2246296,4.7,823,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Juan Tabo , 1520 Juan Tabo Blvd NE , Albuquerque , NM , 87112",35.097171,-106.5149878,Champion Xpress Carwash,35.0971401,-106.5150068,4.2,127,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"Jules Car Wash Brandon , 654 W Brandon Blvd , Brandon , FL , 33511",27.9381615,-82.2933112,Jules Car Wash - Brandon,27.9381615,-82.29331119999999,4,568,OPERATIONAL,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 4:00 PM
"Jules Car Wash Fish Hawk , 16529 Fishhawk Blvd , Lithia , FL , 33547",27.855934,-82.2038929,Jules Car Wash - Fishhawk,27.855933999999998,-82.2038929,4.8,152,OPERATIONAL,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 6:30 PM,8:00 AM – 4:00 PM
"Jules Car Wash Riverview , 10060 US-301 , Riverview , FL , 33569",27.8538664,-82.3261299,Jules Car Wash - Riverview,27.853866399999998,-82.3261299,4,1141,OPERATIONAL,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 4:00 PM
"Jungerman , 4001 Old Hwy 94 S , St. Peters , MO , 63304",38.7431915,-90.5924381,Scrubbles Car Wash,38.7436225,-90.5932232,3.9,47,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"Jupiter Galaxy Car Wash , 6751 W Indiantown Rd , Jupiter , FL , 33458",26.935105,-80.1371285,Jupiter Galaxy Car Wash,26.935105,-80.1371285,4.5,45,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 5:00 PM
"KUHNSVILLE CAR WASH , 5627 Tilghman St , Allentown , PA , 18104",40.5927909,-75.5866384,Kuhnsville Car Wash,40.5927909,-75.5866384,4.5,800,OPERATIONAL,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,8:00 AM – 5:30 PM,9:00 AM – 4:00 PM
"KWIK CAR WASH , 4000 Catnip Hill Rd , Nicholasville , KY , 40356",37.9290658,-84.5501918,bp,37.9290533,-84.550185,4.2,283,OPERATIONAL,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
"KYLOU_CaneRun , 4860 Cane Run Rd , Louisville , KY , 40216",38.1806517,-85.8589994,Zips Car Wash,38.180693,-85.8589921,3.6,272,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,9:00 AM – 8:00 PM
"KYWIN_Codella , 160 Codella Dr , Winchester , KY , 40391",37.9897787,-84.2095068,Zips Car Wash,37.9897347,-84.209255,4.3,593,OPERATIONAL,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,10:00 AM – 7:00 PM
"Kennesaw , 1585 Crater Lake Dr , Kennesaw , GA , 30152",33.9969501,-84.5907868,Dirty Dog's Car Wash Kennesaw,33.9969501,-84.59078679999999,4.8,876,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,9:00 AM – 6:00 PM
"Kernan , 11991 Atlantic Blvd , Jacksonville , FL , 32225",30.3206622,-81.4902356,LUV Car Wash,30.320764900000004,-81.4902303,4.8,1630,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Kind Car Wash , 3106 N National Rd , Columbus , IN , 47201",39.2295427,-85.9051615,Kind Car Wash,39.229542699999996,-85.90516149999999,4.6,540,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"King Street Littleton , 25 King St , Littleton , MA , 1460",42.5387544,-71.5097587,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kingu0027s Car Wash , 1116 W Corbett Ave , Swansboro , NC , 28584",34.7019676,-77.148783,King's Car Wash Express,34.701981499999995,-77.1487635,4.6,374,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Kiwi Car Wash Vero , 4915 20th St , Vero Beach , FL , 32966",27.6381073,-80.4367945,Kiwi Car Wash Vero,27.638107299999998,-80.43679449999999,4.5,624,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM
"Klemm Express , 4 Mall Road , Salem , NH , 3079",42.7693178,-71.2293634,Klemm's Express CarWash,42.769317799999996,-71.2293634,4.5,180,OPERATIONAL,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 7:00 PM
"Klemm Express Inbay , 4 Mall Road , Salem , NH , 3079",42.7693327,-71.2293089,Klemm's Express CarWash,42.769317799999996,-71.2293634,4.5,180,OPERATIONAL,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 7:00 PM
"Koala Car Wash , 1560 Lexington Rd , Athens , GA , 30605",33.946133,-83.352455,Koala Car Wash,33.946132999999996,-83.35245499999999,4.3,321,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,10:00 AM – 7:00 PM
"LA Xpress Car Wash , 444 North Franklin Street , Lancaster , PA , 17602",40.0472073,-76.2929647,LA Xpress,40.0472073,-76.2929647,4,59,OPERATIONAL,8:45 AM – 6:30 PM,8:45 AM – 6:30 PM,8:45 AM – 6:30 PM,8:45 AM – 6:30 PM,8:45 AM – 7:00 PM,8:45 AM – 7:00 PM,9:00 AM – 5:30 PM
"LEXINGTON AUTO SPA , 1124 Winchester Rd , Lexington , KY , 40505",38.0419236,-84.4628169,Lexington Auto Spa,38.0419236,-84.46281689999999,4.6,380,OPERATIONAL,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed
"LINDSTROM CAR WASH , 3003 E Indian School Rd , Phoenix , AZ , 85016",33.4946586,-112.0169618,Lindstrom Family Auto Wash,33.4946586,-112.01696179999999,4.1,521,OPERATIONAL,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM
"LOUISVILLE , 1670 Alliant Ave , Louisville , KY , 40299",38.218812,-85.538056,Whistle Express Car Wash,38.218708899999996,-85.53803500000001,4.8,1455,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Lafayette , 2142 N Main St , LaFayette , GA , 30728",34.7403079,-85.2723458,LUV Car Wash,34.740310199999996,-85.2724058,4.8,1214,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Lake Charles Toyota , 3905 Gerstner Memorial Dr , Lake Charles , LA , 70607",30.185938,-93.1790044,Express Wash at Lake Charles Toyota,30.1859554,-93.1786606,4.9,187,OPERATIONAL,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,Closed
"Lake Effect , 145 George St , Oswego , NY , 13126",43.4624732,-76.4847243,Lake Effect Car Wash,43.4624732,-76.4847243,3.1,23,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 6:00 PM,9:00 AM – 5:00 PM
"Lake Havasu Express , 108 N Lake Havasu Ave , Lake Havasu City , AZ , 86403",34.4768692,-114.3462105,Havasu Express Car Wash,34.476881,-114.3462,4.6,59,OPERATIONAL,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,7:00 AM – 6:00 PM,8:00 AM – 3:00 PM
"Lake Mead , 505 W Lake Mead Pkwy , Henderson , NV , 89015",36.0352994,-114.9970326,LUV Car Wash,36.0352819,-114.99707029999998,4.3,1182,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Lake Wales , 2043 State Road 60 E , Lake Wales , FL , 33859",27.9031047,-81.6223701,"Leland's Carwash,LLC",27.901101999999998,-81.59337409999999,4.5,92,OPERATIONAL,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed
"Lakes Edge , 7916 Bradley Long Dr , Sherrills Ford , NC , 28673",35.5832605,-80.9887544,Lakes Edge Express Wash,35.5832605,-80.98875439999999,4.1,109,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Lakeside Auto Wash , 617 N Mitchell St , Cadillac , MI , 49601",44.2553229,-85.4038692,Lakeside Autowash,44.255322899999996,-85.4038692,4.4,215,OPERATIONAL,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,8:00 AM – 7:00 PM,9:30 AM – 6:00 PM
"Lancaster Car Wash , 6025 Lancaster Ave , Philadelphia , PA , 19151",39.9834389,-75.2424246,$6 Car Wash,39.98335350000001,-75.2420777,4.2,102,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,Closed,Closed
"Las Vegas , 2608 7th St #Nm-518 , Las Vegas , NM , 87701",35.6210093,-105.224725,Champion Xpress Carwash,35.620454099999996,-105.2249355,4.3,190,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"Lathrop Arco Car Wash , 2050 Crestwood Ave , Manteca , CA , 95336",37.8259388,-121.2203074,Manteca Express Car Wash,37.8261162,-121.21974349999998,5,2,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM
"Launch Car Wash #2 , 6510 E 71st St , Tulsa , OK , 74133",36.0606057,-95.9035719,Launch Car Wash,36.060605699999996,-95.90357189999999,4.3,84,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Launch Car Wash , 7919 E 101 St , Tulsa , OK , 74133",36.0178791,-95.887783,Launch Car Wash,36.0178791,-95.887783,4.5,687,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Legacy Express Wash , 2583 E 5th Ave , Columbus , NE , 68601",41.4412727,-97.3205261,Legacy Express Wash,41.4412727,-97.3205261,4.6,136,OPERATIONAL,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,10:00 AM – 6:00 PM
"Lightning Express Car Wash , 100 W Whittier Blvd , La Habra , CA , 90631",33.9386969,-117.9465533,Joe Bell Express Car Wash,33.9387166,-117.94655499999999,4,202,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"Lightning Fast , 2045 W Oaklawn Rd , Pleasanton , TX , 78064",28.940437,-98.5105038,Lightning Fast Car Wash,28.940437,-98.5105038,4.4,165,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,10:00 AM – 6:00 PM
"Liquid Sunshine , 4132 Southside Blvd , Jacksonville , FL , 32256",30.272996,-81.559814,Liquid Sunshine Car Wash,30.272996000000003,-81.559814,4.5,372,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"Little Rock - Geyer Springs Rd , 9020 Geyer Springs Rd , Little Rock , AR , 72209",34.6677524,-92.3447963,Splash Car Wash,34.667557099999996,-92.3450226,4.5,381,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,10:00 AM – 7:00 PM
"Local Car Wash , 331 W Loudon St , Chambersburg , PA , 17201",39.9361714,-77.667148,The Local Car Spot Company,39.9361714,-77.667148,4.7,227,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,9:00 AM – 5:00 PM
"Lomas , 5101 Lomas Blvd NE , Albuquerque , NM , 87110",35.0879021,-106.5884248,Champion Xpress Carwash,35.087864499999995,-106.5884031,4.1,776,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"Lonestar Suds 34th , 3602 Milwaukee Ave , Lubbock , TX , 79407",33.5602906,-101.9574118,Lonestar Suds Express Car Wash,33.5602906,-101.95741179999999,4.9,677,OPERATIONAL,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,9:00 AM – 7:00 PM
"Lonestar Suds Express Car Wash 2 , 12606 Indiana Ave , Lubbock , TX , 79423",33.4800796,-101.8882675,Lonestar Suds Express Car Wash,33.480079599999996,-101.88826750000001,4.8,697,OPERATIONAL,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,9:00 AM – 7:00 PM
"Long Street , 1315 Long St , Charlottesville , VA , 22901",38.0360301,-78.4611043,TigerWash - Long Street,38.0360301,-78.4611043,4.2,178,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Los Lunas , 250 Main Street NE , Los Lunas , NM , 87031",34.8070818,-106.7335652,Champion Xpress Carwash,34.8069866,-106.73363549999999,4.1,883,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"Loveland CO , 125 Knobcone Dr , Loveland , CO , 80538",40.4391632,-105.0768342,Champion Xpress Carwash,40.439163199999996,-105.0768342,5,120,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"Lowell Road Hudson , 215 Lowell Rd , Hudson , NH , 3051",42.7332558,-71.4259764,Haffner's Gas Station and Car Wash,42.7332654,-71.4259726,4,169,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MEGA CAR WASH , 7170 N Pecos St , Denver , CO , 80221",39.8269329,-105.0056752,Mega Car Wash (Pecos) Full Service Car Wash & Detail Service,39.826932899999996,-105.0056752,4.1,496,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,9:00 AM – 5:00 PM
"MENDHAM CAR WASH , 104 E Main St , Mendham , NJ , 7945",40.783297,-74.5860538,Mendham Exxon,40.7832882,-74.5860246,4,28,OPERATIONAL,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,6:00 AM – 10:00 PM,7:00 AM – 10:00 PM,8:00 AM – 8:00 PM
"MONKEY SHINE , 2518 Bob Bullock Loop , Laredo , TX , 78045",27.6139336,-99.4674955,Monkey Shine,27.6140003,-99.46741480000001,4.3,53,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 6:00 PM
"MR. SUDS HANDWASH , 80 Old Shore Rd , Port Washington , NY , 11050",40.839179,-73.703626,Mr. Suds Hand Wash & Detail Center of Port Washington,40.839179,-73.703626,3.7,124,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 5:00 PM
"MURRAY AUTO SPA , 1530 HWY 121 N BYPASS , MURRAY , KY , 42071",36.588976,-88.29729,Ashley's Mobile Washing Inc,36.6073885,-88.3020575,N/A,N/A,CLOSED_TEMPORARILY,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MZX SUPERIOR CAR WASH u0026 LUBE , 5614 Hwy 6 N , Houston , TX , 77084",29.8602223,-95.6444756,Mzx Superior Car Wash,29.8602223,-95.64447559999999,3.7,441,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM
"Mableton , 5402 Floyd Rd SW , Mableton , GA , 30126",33.8182285,-84.5761596,Mobile Car Wash Express,33.8178646,-84.5727206,4.9,9,OPERATIONAL,9:30 AM – 7:00 PM,9:30 AM – 7:00 PM,9:30 AM – 7:00 PM,9:30 AM – 7:00 PM,9:30 AM – 7:00 PM,9:30 AM – 7:00 PM,10:00 AM – 6:00 PM
"Madison , 155 Plaza Blvd , Madison , AL , 35758",34.7099342,-86.7423193,Mach-1 Express Wash Madison,34.7099222,-86.7423055,4.6,88,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 6:00 PM
"Magic City Car Wash , 619 N Broadway , Minot , ND , 58703",48.2427558,-101.2970504,Magic City Car Wash,48.2427558,-101.29705039999999,4.5,176,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Magic Hillsboro , 1455 N High St , Hillsboro , OH , 45133",39.227106,-83.610754,Take 5 Car Wash,39.227106,-83.610754,4.6,729,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Magnus Car Wash , Kendall Dr , San Bernardino , CA , 92407",34.1743506,-117.3269762,76,34.1669354,-117.3327497,4.2,147,OPERATIONAL,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
"Main Street Tewksbury , 2221 Main St , Tewksbury , MA , 1876",42.5822156,-71.1966311,Haffner's Gentle Touch and Self Service Car Wash,42.5822587,-71.19648719999999,3.6,42,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Maricamp , 125 Bahia Ave Ct , Ocala , FL , 34472",29.113887,-82.021699,Caliber Car Wash,29.113937399999994,-82.0213784,4.9,1680,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 7:00 PM
