full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,manualClassification,classification,justification,
"Big Dan's Crystal River , 517 NE 5th St , Crystal River , FL , 34429",28.8986604,-82.5859672,28.8986687,-82.5859507,Big Dan's Car Wash,,Corner,"Big Dan's Car Wash is situated where NE 5th St intersects with another road near NE 4th Ave, forming a clear corner lot configuration. The presence of two adjacent roads of significant width and marking that meet at this location supports the classification as a corner lot. Access to the lot from one of these roads is also visible. The entirety of the provided images aligns with the definition of a corner lot as described in the rules.",
"Big Dan's Dale Mabry , 7510 N Dale Mabry Hwy , Tampa , FL , 33614",28.0171106,-82.5055576,28.0171106,-82.5055576,Big Dan's Car Wash,,Corner,"Big Dan's Car Wash is located at the intersection of N Harold Ave and W Broad St. The images show clear connectivity between these two roads forming a corner at the lot's location. The lot's accessibility is apparent from both roads, with driveways leading into the car wash. Additionally, W Broad St appears to be a major road, given its labels and lane markings. Based on the definition of a Corner Lot, this car wash fits the criteria since it is at a visible intersection of two significant roads.",
"Big Dan's Decatur , 6024 Covington Hwy , Decatur , GA , 30035",33.72409,-84.171848,33.72409,-84.171848,Big Dan's Car Wash,,Corner,Big Dan's Car Wash is situated at the intersection of a major road (as identified by the labels and markings on road 278) with another access lane leading into adjacent properties. This configuration visibly defines the location as a corner lot due to its adjacency to two roads and the accessibility from multiple directions.,
"Big Dan's Fairburn , 7925 Senoia Rd , Fairburn , GA , 30213",33.5396761,-84.5776059,33.5396551,-84.577599,Big Dan's Car Wash,,Corner,"Big Dan's Car Wash is located adjacent to the intersection of Peachtree Landing Cir and Senoia Rd, which are major roads with visible lane markings and traffic flow features. The lot directly fronts both roads, forming a clear corner location, as seen from the satellite images.",
"Big Dan's Hiram , 2850 Jimmy Lee Smith Pkwy , Hiram , GA , 30141",33.9019157,-84.77816,33.9017261,-84.7769062,Big Dan's Car Wash,,Corner,"Based on the images provided, 'Big Dan's Car Wash' is situated at the intersection of US Hwy 278 and another connecting road. The car wash occupies a lot adjacent to these two roads, forming a corner. The roads appear to be major roads, evidenced by marked lanes and the highway label. The lot is accessible from these roads. Thus, the car wash qualifies as a Corner Lot.",
"Big Dan's Lady Lake , 135 US-441 , Lady Lake , FL , 32159",28.9187793,-81.9229062,28.9187894,-81.9229058,Big Dan's Car Wash,,Corner,"The car wash 'Big Dan's Car Wash' is located at the intersection of two major roads, US Hwy 441 and W Guava St. The lot is accessible from both roads, and the roads are wide and significant, marked with lane separators and visible signage. This suggests a corner lot classification based on the criteria provided.",
"Big Dan's Lakewood Ranch , 10615 SR 64E , Bradenton , FL , 34212",27.4117037,-82.4285151,27.4117037,-82.4285151,,,Corner,The car wash is located at the intersection of Lakewood Ranch Blvd and Switchgrass Trail. This satisfies the corner lot requirements as it is adjacent to two roads forming a visible corner at their intersection. Major road features such as lane markings and clear access points can be seen. These characteristics qualify the lot as a Corner Lot under the provided criteria.,
"Big Dan's OBT , 6107 S Orange Blossom Trl , Orlando , FL , 32809",28.4685191,-81.3961588,28.468389,-81.3957642,Big Dan's Car Wash,,Corner,"Big Dan's Car Wash is located at the intersection of two roads, Orange Blossom Trail and Doss Ave, which are clearly visible in the satellite imagery. This is a primary indicator of a Corner Lot. The location has access from both roads and is prominently situated at the corner of the intersection. The criteria for a Corner Lot, such as the adjacency to a main road intersection and accessibility, are satisfied based on the provided images.",
"Big Dan's Pinellas Park , 8201 US Hwy 19 N , Pinellas Park , FL , 33781",27.846899,-82.6884098,27.8469467,-82.6884845,Big Dan's Car Wash,,Corner,"Big Dan's Car Wash is situated at the intersection of 82nd Ave N and 40th Way N, both of which are main roads adjacent to a larger highway system (U.S. Hwy 19). The lot visibly forms a corner with access from both adjacent roads, fulfilling the criteria for a corner lot.",
"Big Dan's Rome , 18 Shorter Ave NW , Rome , GA , 30165",34.2623872,-85.1847893,34.2624436,-85.1847119,Big Dan's Car Wash,,Corner,"Big Dan's Car Wash is located adjacent to an intersection where Carter Ave NW and N 2nd Ave NW meet. It has two sides bordering main roads, one of which forms a visible corner with access points on both roads. The surrounding structures and road labels further confirm that this location is situated at a corner lot per the criteria.",
"Big Dan's Tarpon Springs , 39522 US Hwy 19 N , Tarpon Springs , FL , 34689",28.0029467,-82.7294505,28.0029467,-82.7294505,,,Inside,"The images depict the car wash location situated adjacent to a road named 'Frontage Rd,' which runs parallel to 'U.S. Hwy 19.' However, the car wash is between other properties and there is no visible intersection of two major roads near its location. It adheres to the criteria for an Inside Lot as it does not exhibit features qualifying it as a Corner Lot.",
"Big Dan's Toccoa , 2421 GA 17Alt , Toccoa , GA , 30577",34.5655692,-83.29788,34.5655579,-83.297926,Big Dan's Car Wash,,Corner,"The images of 'Big Dan's Car Wash' clearly show it situated at a corner lot where two routes meet, Terrell Drive and a major road labeled as 17A. The location has road access from both sides and is adjacent to visibly wide and marked roads. The corner formation is clear and aligns with the definition of a Corner Lot.",
"Big Dan's Woodstock , 289 Ridgewalk Pkwy , Woodstock , GA , 30188",34.1195579,-84.5192049,34.1198494,-84.5205176,Big Dan's Car Wash,,Corner,"Big Dan's Car Wash is located at the intersection of Ridgewalk Pkwy and Bethany Creek, which are major roads visible in the images. The lot is adjacent to both roads forming a corner layout, and it has road accessibility on at least one side. This satisfies the criteria for a Corner Lot.",
"Big Dan's Woodstock 2 , 300 Gold Creek Trail , Woodstock , GA , 30188",34.086258,-84.466738,34.086503,-84.466657,Big Dan's Car Wash,,Corner,"Big Dan's Car Wash is located adjacent to the intersection of Highway 92 and Claremore Dr. Both of these are main roads, with Highway 92 being a large multi-lane highway and Claremore Dr providing significant road access to properties around the area. The car wash is at the visible corner where these roads meet, satisfying the criteria of at least two roads forming a corner near the property. Additionally, the area is labeled and clearly accessible from both roads, confirming it as a corner lot.",
"Big Dan√É¬¢√¢‚Äö¬¨√¢‚Äû¬¢s Bradenton , 5225 24th St E , Bradenton , FL , 34203",27.448152,-82.5335489,27.4479001,-82.5335396,Sud Stop Car Wash,,Corner,"The images show that 'Sud Stop Car Wash' is situated at the intersection of two major roads, 53rd Ave E and 24th St E. This forms a visible corner with clearly marked roads. Access to the lot is present along both roads, which are wide and clearly depict lane markings indicative of main roads. Thus, it meets the criteria for being a Corner Lot.",
"Big Kahuna CW , 61 Commodore St , Hazard , KY , 41701",37.299364,-83.2012171,37.299364,-83.2012171,Big Kahuna Car Wash,,Corner,"The car wash is located at the corner of Commodore St and another adjacent road. This placement aligns with the criteria for being a corner lot, as two roads clearly meet at this location and form a visible corner. Additionally, the car wash has access to Commodore St and is oriented towards this road, confirming its corner lot status.",
"Big Peach Conyers , 1935 Hwy 138 SE , Conyers , GA , 30013",33.671567,-83.982096,33.671567,-83.982096,Big Peach Car Wash,,Corner,"The provided images show the 'Big Peach Car Wash' located adjacent to an intersection where two main roads, labeled as Eastview Rd and another road marked 138, meet forming a visible corner. This satisfies the criteria for a Corner Lot as the car wash is at the junction of two major roads with apparent access from the road.",
"Big Peach Forsyth , 126 N Lee St , Forsyth , GA , 31029",33.0404585,-83.9400952,33.0404585,-83.9400952,Big Peach Car Wash - Forsyth,,Corner,"The Big Peach Car Wash – Forsyth is located near the intersection of two main roads. From the images provided, especially the wide-angle view (zoom 18), the property is aligned adjacent to these roads forming a corner lot characteristic. Additionally, access is clearly visible from one of these roads. Due to its proximity to the intersection and the layout visible near major roads, it qualifies as a Corner Lot according to the given criteria.",
"Big Peach Gray Hwy , 965 Gray Hwy , Macon , GA , 31211",32.8535469,-83.618337,32.8535469,-83.618337,Big Peach Car Wash,,Corner,"The car wash 'Big Peach Car Wash' is situated adjacent to Gray Hwy and Lexington St, which intersect at the location. Both roads are visibly main roads based on their width and connectivity. The lot has access from Gray Hwy and is part of the corner formed by the intersection. Thus, the location satisfies the criteria for a Corner Lot classification.",
"Big Peach Hardeman , 1820 Hardeman Ave , Macon , GA , 31201",32.8410142,-83.647132,32.8410142,-83.647132,Big Peach Car Wash & Express Oil Change,,Corner,"The 'Big Peach Car Wash & Express Oil Change' location is at a corner created by Forsyth St and Craft St, two intersecting roads. The lot visibly accesses Forsyth St directly, and the intersection qualifies it as a Corner Lot according to the criteria.",
"Big Peach Jackson , 583 E 3rd St , Jackson , GA , 30233",33.2947224,-83.9602247,33.2947224,-83.9602247,Big Peach Car Wash,,Corner,"Analyzing the provided images, the car wash named 'Big Peach Car Wash' is clearly situated at the intersection of E 3rd St and Park Ave. The property directly faces these two roads, and its placement creates a corner formed by the intersection of these streets. This configuration adheres to the criteria for a Corner Lot as described. Additionally, the roads appear to be major roads with visible lane markings, supporting the classification.",
