full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,classification,justification
"Bryant - N Reynolds Rd , 2116 N Reynolds Rd , Bryant , AR , 72022",34.6140151,-92.4977299,34.6139643,-92.4976209,Splash Car Wash,Corner,"The red-circled car wash sits directly at the junction of two major roads – the multi-lane highway (183) on its west side and Evans Loop on its south side – forming a clear corner. Both roads show highway markings, multiple lanes, and curb cuts onto the lot. The lot faces two main thoroughfares rather than lying mid-block, confirming it as a Corner Lot."
"Buff It #2 , 1699 Stick Ross Mountain Rd , Tahlequah , OK , 74464",35.8919067,-94.9858551,35.8919067,-94.98585510000001,Buff It Auto Wash 2,Corner,"At all zoom levels the red-circled car wash clearly occupies the northwest quadrant of an at-grade intersection between two public thoroughfares: U.S. Route 51 running east–west and Stick Ross Mountain Road running north–south. You can see multiple travel lanes, turn arrows, and a marked crossroad directly adjacent to the lot on its south and east sides, forming a clear corner. Because the lot fronts on two wide, publicly maintained roads (a divided highway and a two-lane arterial), it meets the definition of a Corner Lot."
"Buff It Auto Wash , 1408 E Wade Watts Ave , McAlester , OK , 74501",34.9237442,-95.751091,34.9237442,-95.751091,Buff It Auto Wash,Inside,"At all zoom levels the car wash sits mid-block on E Wade Watts Ave between S 14th St and S 15th St rather than occupying the corner of two major roads. Although E Wade Watts Ave is a wide, multi-lane thoroughfare, the lot has no direct frontage on a second major road at an intersection. Driveways and curb cuts only access E Wade Watts Ave, and the cross streets are offset from the property boundaries, confirming this is an Inside Lot."
"Bulldog Car Wash , 2920 Atlanta Hwy , Athens , GA , 30606",33.9453994,-83.4395095,33.9453994,-83.43950950000001,Bulldog Car Wash & Golf Carts,Inside,"Although the Bulldog Car Wash is in a busy commercial node just north of Business 78 and west of Heyward Allen Parkway, it does not directly front the intersection of those two public multi-lane roads. Instead, the red-circled lot is tucked behind other front-line businesses (Discount Tire, Hughes Subaru, Ag-Pro) and is only served by internal service drives and private access roads. No two wide, labeled thoroughfares meet immediately adjacent to the lot, so it does not meet the Corner Lot criteria and is therefore classified as an Inside Lot."
"Burlington , 3155 E Agency St , Burlington , IA , 52601",40.8142028,-91.1381794,40.8142076,-91.1382144,Champion Xpress Carwash,Inside,"Across all zoom levels the red-circled car wash sits mid-block along E Agency Street and is part of the larger Ashley/La-Z-Boy parcel. Although it faces the busy E Agency Street to the north, its other street frontages (Columbus Drive to the east and Columbia Street to the south) are two-lane service or minor roads, not wide multi-lane arterials. There is no intersection of two major roads directly adjacent to the car wash building, so it does not meet the criteria for a Corner Lot and is correctly classified as an Inside Lot."
"Buster's Car Wash , 2409 Route 9 , Malta , NY , 12020",42.9635835,-73.7908461,42.963515199999996,-73.7909963,Buster's Car Wash,Corner,"The car wash sits at the northeast quadrant of the roundabout where US-9 (a multi-lane divided highway with turn arrows and highway shields) intersects Stonebreak Road/Phaeton Lane (another wide, marked through-road). The lot has frontage and curb cuts directly onto both of these major roads. These features satisfy the criteria for a Corner Lot—at least two wide, important roads meet adjacent to the red-circled property."
"CHAGRIN AUTO SPA , 8327 E Washington St , Chagrin Falls , OH , 44023",41.4140899,-81.344812,41.4140899,-81.34481199999999,Chagrin Auto Spa,Corner,"The red-circled car wash sits directly at the junction of two major public roads: Washington Street (State Route 500) along its north edge and Park Circle Drive along its east edge. At zoom 17 you can see a clear intersection of two wide, multi-lane roads forming a corner shape. Zoom 18–19 reveal curb cuts onto both roadways, turn arrows on Washington Street, and standard highway pavement markings—confirming both are primary roads and the lot fronts on each. These features satisfy the criteria for a Corner Lot."
"Cabot - Willie Ray Dr , 210 Willie Ray Dr , Cabot , AR , 72023",34.9816958,-92.0354003,34.9816958,-92.03540029999999,Splash Car Wash,Inside,"At all zoom levels the car wash only fronts Willie Ray Drive and does not sit at the junction of two major roads. The only other roads immediately adjacent to the red-circled lot are private service drives serving the emergency hospital, not public multi-lane arterials. There is no true intersection of two wide, traffic-controlled streets bounding the lot — it is mid-block alongside a single major road — so it meets the criteria for an Inside Lot."
"Cajun Clean , 2240 Denny Ave , Pascagoula , MS , 39567",30.3703765,-88.5403641,30.370522599999997,-88.54039399999999,Cajun Clean Express Car Wash,Inside,"Across all zoom levels the car wash only fronts one major road (Denny Ave/US-90). The nearest cross‐street on the lot’s west side is Victor Street, a narrow side street, and the property does not actually sit at the Denny Ave–14th Street interchange corner. There is no intersection of two wide, high-capacity roads directly adjacent to the red-circled lot. Instead, the facility lies mid-block along Denny Ave with access only from that single main thoroughfare, satisfying the criteria for an Inside Lot."
"Cajun Clean Gautier , 2235 US-90 , Gautier , MS , 39553",30.3903613,-88.6456867,30.390361300000002,-88.6456867,Cajun Clean Express,Inside,"Although the lot touches both Ladnier Road and the parallel Service Road, only Ladnier Road is a true major arterial. The Service Road is a frontage road serving Highway 90 and does not qualify as a second major road under the corner-lot criteria. The car wash does not front directly on Highway 90, nor does it sit at the junction of two primary thoroughfares. It therefore lies along a single main road and is classified as an Inside Lot."
"Calhoun , 460 Hwy 53 , Calhoun , GA , 30701",34.4761289,-84.9279642,34.4760852,-84.9279351,Dirty Dog's Car Wash Calhoun,Inside,"Across all zoom levels the car wash only directly fronts one major road (Hwy 53). The north boundary is a small dead-end residential drive and a private lot access, not a second main road intersection. In the broader view (zoom 17) the building is mid-block between the next signalized intersections (with Richardson Road to the east and a shopping-center drive to the west), and in the closer views (zoom 18–19) you see only minor service drives and residential access on its other sides. Because it does not occupy the corner of two wide, heavily marked roads, it meets the criteria for an Inside Lot."
"Caliber Inverness , 2001 Hwy 44 W , Inverness , FL , 34453",28.83717,-82.3558067,28.8371747,-82.35581789999999,Caliber Car Wash,Inside,"Across all zoom levels, the car wash fronts only one major roadway (Hwy 44). The road running north–south on its east side (Richards Rd) is a narrow, two-lane local access road without turn lanes, crosswalks, or other signs of a major thoroughfare. There is no intersection of two wide, multi-lane roads directly adjacent to the circled lot. Therefore, the facility is an inside lot, not a corner lot."
"Canon City , 3110 E Main St , Canon City , CO , 81212",38.4465114,-105.1920275,38.4461936,-105.1920013,Champion Xpress Carwash,Corner,"The car wash sits at the southeast quadrant of a signalized intersection between two named, multi-lane public roads – US-50/E Main Street (a four-lane divided highway with turn arrows and crosswalks) and Steinmeier Avenue (a two-lane through street). The red-circled lot has curb cuts and building frontage on both of these main roads, satisfying the criteria for a Corner Lot."
"Capitol Car Wash , 3125 Airport Rd , Pierre , SD , 57501",44.3818768,-100.3122439,44.3818768,-100.3122439,Capitol Car Wash,Inside,"All three zoom levels show the car wash sitting mid-block along Airport Road, rather than at a major intersection. Although there is a north–south paved way immediately beside the lot, it is an unlabeled service drive into the adjacent storage units (no turn lanes, crosswalks, highway shields or lane markings) and not a public arterial. The only true ‘main’ road bordering the car wash is Airport Road. Thus it does not occupy the corner of two major roads and qualifies as an inside lot."
"Carisma Car Wash , 2407 W Dickinson Blvd , Fort Stockton , TX , 79735",30.8937579,-102.9062363,30.893757899999994,-102.90623629999999,Carisma Car Wash,Inside,"At all zoom levels the car wash sits mid-block on a parcel bounded by W Dickinson Blvd (the I-10 frontage road) to the north, W 9th St to the south, Mulberry St to the west and Walnut St to the east. It only directly abuts one major arterial frontage (the service road alongside I-10); the cross-street (Mulberry St) is a narrow local street, not a second main highway. There is no intersection of two major through roads touching the lot, so it meets the criteria for an Inside Lot."
