original_name_address,original_latitude,original_longitude,found_car_wash_name,distance_miles,google_rating,google_user_rating_count,found_in_competitor_list,keyword_classification,keyword_classification_explanation,place_images_count,satellite_image_filename,image_classification,image_classification_justification,is_competitor
"AUTO WASH EXPRESS , 4060 MONTROSE ROAD , NIAGARA FALLS , ON , L2H1J9",43.1134283,-79.1236384,Canadian Tire Gas+,0.104753394459671,3.3,64,False,Can't say,"The input ""Canadian Tire Gas+"" is a generic name and does not contain any specific keywords to classify it as a Competitor or Not a Competitor based on the provided criteria.",10,ChIJ9b0637NE04kRZF3HrjK3X7Y.jpg,Not a Competitor,"The images show a Canadian Tire Gas+ station with associated electric vehicle charging stations and convenience store facilities. There is no evidence of a tunnel structure or an express car wash system visible in any of the provided images. The area appears to focus on fueling and EV charging rather than automated car washing. Essential features such as a long tunnel with cleaning and drying equipment or a conveyor system are absent, making this location not fit the classification as an express tunnel car wash competitor.",False
"AUTO WASH EXPRESS , 4060 MONTROSE ROAD , NIAGARA FALLS , ON , L2H1J9",43.1134283,-79.1236384,SHOP 22 INC.,0.296755854223844,5,68,False,Can't say,"The input ""SHOP 22 INC."" is generic and does not contain keywords to classify it as Competitor or Not a Competitor.",10,ChIJ149-ar1F04kRpiMxmjlO4bo.jpg,Not a Competitor,"The provided images do not show any evidence of an express tunnel car wash system. Instead, the images depict services like detailing, paint protection, and vehicle customization. Key features for classification as an express tunnel car wash, such as a tunnel structure with entrance/exit arches, conveyor systems, automated cleaning equipment, or drive-through washing, are absent. Furthermore, there are no self-serve vacuum stations visible, and manual work on vehicles is evident in some images.",False
"AUTO WASH EXPRESS , 4060 MONTROSE ROAD , NIAGARA FALLS , ON , L2H1J9",43.1134283,-79.1236384,1 Stop Hand Car Wash,0.305359825290634,4.8,105,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it explicitly mentions ""Hand Car Wash,"" which signifies a manual, service-oriented approach rather than an automated or express car wash.",,,,,False
"AUTO WASH EXPRESS , 4060 MONTROSE ROAD , NIAGARA FALLS , ON , L2H1J9",43.1134283,-79.1236384,Auto MK Car Cleaning,0.771889517115734,,,False,Can't say,"The input contains 'Auto' and 'Car Cleaning' is a generic term, which falls under 'Can't Say' criteria.",1,ChIJa9jdlVBD04kR5vbS0x-LcrI.jpg,Not a Competitor,"The images provided do not show any tunnel structure, entrance/exit arches, automated cleaning equipment, or conveyor system. The location appears to be a personal or small-scale car cleaning service rather than an express tunnel car wash. Additionally, the second image does not provide any relevant information to indicate the presence of such features.",False
"AUTO WASH EXPRESS , 4060 MONTROSE ROAD , NIAGARA FALLS , ON , L2H1J9",43.1134283,-79.1236384,Washworx,0.926672468718956,3,11,False,Can't say,"The business name ""Washworx"" is generic and does not contain any specific keywords to classify it as a Competitor or Not a Competitor based on the provided criteria.",2,ChIJ__8zSadE04kRLQqI88vBOmo.jpg,Not a Competitor,"While the images show a tunnel structure which cars enter for cleaning and visible tracks for aligning vehicles, it also features manual cleaning services conducted by attendants during the washing process inside the tunnel. This eliminates it from being considered as an express automated tunnel wash. Additionally, there are no explicit indications of full automation, or express operation terms visible such as ""Express"" or ""Tunnel Wash"" in the signage.",False
"AUTO WASH EXPRESS , 4060 MONTROSE ROAD , NIAGARA FALLS , ON , L2H1J9",43.1134283,-79.1236384,Shell,0.926909922141133,3.7,161,False,Can't say,The input 'Shell' is a generic name and does not contain any specific keywords to classify it as a Competitor or Not a Competitor car wash business.,10,ChIJHXFFOKdE04kRhogf8laBMVc.jpg,Not a Competitor,"The images provided show a car wash at a Shell gas station that appears to be a basic drive-through or self-service wash. The facility does not indicate the presence of an automated express tunnel system. The tunnel structure is short and lacks visible cleaning equipment such as rollers, brushes, or overhead sprayers inside. There is no clear evidence of a conveyor system for cars in the images. The surrounding area does not show substantial vacuum stations typical of express tunnel car washes. Additionally, the signage does not include phrases like 'Express' or 'Tunnel Wash.'",False
"Abercorn , 10509 Abercorn St , Savannah , GA , 31419",31.9858522,-81.1330952,SmartCleans Mobile Detailing,0.158162450678934,5,1,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keywords ""Mobile"" and ""Detailing"".",,,,,False
"Abercorn , 10509 Abercorn St , Savannah , GA , 31419",31.9858522,-81.1330952,Pro-Shine,0.396290362434425,5,28,False,Can't say,"The business name ""Pro-Shine"" is generic and does not contain specific keywords like ""Express"", ""Hand Wash"", ""Self Serve"", or ""Lube"" to classify it as a Competitor or Not a Competitor.",3,ChIJn_qV7KZ1-4gRdou2fb9-UHU.jpg,Not a Competitor,"The images provided show a car wash location without a clear express tunnel structure. There is no visible long building or open-ended tunnel setup with entry/exit arches or automated cleaning equipment. The cleaning process depicted appears to involve manual cleaning, as seen with staff near the vehicle, and no conveyor system is evident. Additionally, there is no signage indicating 'Express Tunnel' or relevant branding associated with an express tunnel model. The structure shown is covered but short and appears unsuitable for automated tunnel car wash operations.",False
"Abercorn , 10509 Abercorn St , Savannah , GA , 31419",31.9858522,-81.1330952,Tidal Wave Auto Spa | Car Wash,0.451115723190687,4.7,185,True,,,,,,,True
"Abercorn , 10509 Abercorn St , Savannah , GA , 31419",31.9858522,-81.1330952,Zips Car Wash,0.513823552710007,4.3,871,True,,,,,,,True
"Abercorn , 10509 Abercorn St , Savannah , GA , 31419",31.9858522,-81.1330952,Self Car Wash,0.534923706236889,4,172,False,Not a Competitor,The input contains 'Self' which indicates a 'Not a Competitor' business type.,,,,,False
"Abercorn , 10509 Abercorn St , Savannah , GA , 31419",31.9858522,-81.1330952,LUV Car Wash,0.87548435036642,4.9,779,True,,,,,,,True
"Adore Car Wash , 771-789 Barwon Heads Rd , Armstrong Creek , VIC , 3217",-38.2318383,144.3744484,Warralily Detailing,0.228926408836882,5,1,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keyword 'Detailing', indicating a focus on niche or traditional services.",,,,,False
"Adore Car Wash , 771-789 Barwon Heads Rd , Armstrong Creek , VIC , 3217",-38.2318383,144.3744484,Brilliant Mobile Car Wash,0.264158726296108,5,40,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keyword 'Mobile', which indicates a non-direct competitor.",,,,,False
"Alabaster Wash and Wax , 916 1st St S , Alabaster , AL , 35007",33.2331449,-86.8116296,McGuireEliteDetailing,0.828076645758471,,,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keyword 'Detailing', indicating a focus on niche detailing services rather than automated washes.",,,,,False
"Aladdin Car Wash , 1616 S 57th St , Temple , TX , 76504",31.088884,-97.3780292,Ragin' Cajun,0.277951119114187,1.5,22,False,Can't say,"The input ""Ragin' Cajun"" does not contain any keywords indicating it is a competitor, not a competitor, or falls under specific 'Can't Say' criteria. It is a generic name.",1,ChIJFSw4OQBrRYYRCGCOgeXZAqw.jpg,Not a Competitor,"The images depict a car wash location with multiple wash bays designed for manual washing, not an express tunnel system. There is no visible long tunnel structure with automated cleaning equipment, conveyor system, or entrance/exit arches typical of express tunnel car washes. Customers appear to clean their vehicles manually in self-serve bays, which does not align with the criteria for classification as a competitor.",False
"Aladdin Car Wash , 1616 S 57th St , Temple , TX , 76504",31.088884,-97.3780292,Back to Life Detailing,0.473185048361738,4.9,75,False,Not a Competitor,"The business is classified as 'Not a Competitor' because it contains the keyword 'Detailing', which indicates a more traditional or niche service provider.",,,,,False
"Alameda , 395 Alameda Blvd NW , Albuquerque , NM , 87114",35.1891491,-106.6161158,Mike's Car Wash,0.314228231176358,4.3,183,True,,,,,,,True
"Alamosa , 51 Craft Dr , Alamosa , CO , 81101",37.4765837,-105.8945442,Pester Marketing Co,0.869324896817271,3.7,6,False,Can't say,"The input 'Pester Marketing Co' does not contain any keywords indicating it is a car wash business, nor does it contain keywords for 'Competitor' or 'Not a Competitor' categories. It is a generic business name.",,ChIJrXoDZPR7FocRQX7t5Cao-k8.jpg,Not a Competitor,"The image does not show evidence of an express tunnel car wash structure. There is no visible tunnel building, entry/exit arches, automated cleaning equipment, or conveyor system. The location appears to focus on a convenience store and gas station setup rather than a car wash operation.",False
"All American Big Spring , 513 W Marcy Dr , Big Spring , TX , 79720",32.2284801,-101.4727633,Turtle Hole Auto Bath,0.455508275332474,3.6,138,False,Can't say,"The business name contains the keyword ""Auto"", which leads to a ""Can't say"" classification.",10,ChIJ4UVStVMi-YYRIu_S4x5m98s.jpg,Competitor,"The Turtle Hole Auto Bath features a long tunnel structure with clear entry and exit arches, which are indicative of an express tunnel car wash system. The signage and images show automated equipment inside the tunnel. The washing appears to be exterior-focused, with vehicles moving through the tunnel. No manual cleaning by staff during the wash is visible, and there are adjacent vacuum stations. Consequently, this facility meets the criteria for classification as a 'Competitor'.",True
"All American Big Spring , 513 W Marcy Dr , Big Spring , TX , 79720",32.2284801,-101.4727633,Flores Auto Wash / Repair,0.541060241789307,3.6,5,False,Can't say,"The input contains ""Auto"", which is a generic term for car-related businesses and does not indicate a specific type of car wash according to the provided criteria.",,ChIJMeGaIfYi-YYR4D9yWqrkAGU.jpg,Not a Competitor,"The image shows a small building labeled 'Flores Auto Wash / Repair,' but there does not appear to be a visible tunnel structure meeting the criteria for an express tunnel car wash. There is no long building indicative of a tunnel system, no entrance/exit arches, and no visible automated cleaning equipment. The location seems to be focused on manual or repair services rather than an express automated car wash with a conveyor system.",False
